
TURNS: 7.5

Greninja: Water Shuriken [wtr] / Night Slash [drk]; Turns: 7.5; Damage: 1962
Fletchling: Quick Attack [nrm] / Swift [nrm]; Turns: 8.75; Damage: 864 (both normal)
Nidoran Male*: Peck [fly] / Body Slam [nrm]; Turns: 8.75; Damage: 843
Vespiquen*: Fury Cutter [bug] / Fell Stinger [bug]; Turns: 8.75; Damage: 840 (both bug)
Inkay: Peck [fly] / Night Slash [drk]; Turns: 8.75; Damage: 834
Goldeen*: Peck [fly] / Horn Attack [nrm]; Turns: 8.75; Damage: 809
Wingull: Quick Attack [nrm] / Air Cutter [fly]; Turns: 8.75; Damage: 793
Pidove: Quick Attack [nrm] / Air Cutter [fly]; Turns: 8.75; Damage: 777
Swinub: Powder Snow [ice] / Body Slam [nrm]; Turns: 8.75; Damage: 771
Beedrill*: Infestation [bug] / Fell Stinger [bug]; Turns: 8.75; Damage: 770 (both bug)
Kangaskhan: Low Kick [fig] / Power-Up Punch [fig]; Turns: 8.75; Damage: 759 (both fighting)
Skorupi*: Infestation [bug] / Cross Poison [poi]; Turns: 8.75; Damage: 758
Chikorita: Vine Whip [grs] / Body Slam [nrm]; Turns: 8.75; Damage: 738
Vulpix*: Quick Attack [nrm] / Body Slam [nrm]; Turns: 8.75; Damage: 727 (both normal)
Skorupi*: Infestation [bug] / Aqua Tail [wtr]; Turns: 8.75; Damage: 712
Nidoran Male*: Peck [fly] / Horn Attack [nrm]; Turns: 8.75; Damage: 690
Nickit*: Quick Attack [nrm] / Night Slash [drk]; Turns: 8.75; Damage: 685
Drapion*: Infestation [bug] / Fell Stinger [bug]; Turns: 8.75; Damage: 684 (both bug)
Pidgey: Quick Attack [nrm] / Air Cutter [fly]; Turns: 8.75; Damage: 674
Poipole: Peck [fly] / Fell Stinger [bug]; Turns: 8.75; Damage: 673
Noibat: Wing Attack [fly] / Air Cutter [fly]; Turns: 8.75; Damage: 658 (both flying)
Zubat: Quick Attack [nrm] / Swift [nrm]; Turns: 8.75; Damage: 629 (both normal)
Zubat: Quick Attack [nrm] / Air Cutter [fly]; Turns: 8.75; Damage: 621
Shelmet: Acid [poi] / Body Slam [nrm]; Turns: 8.75; Damage: 578
Shelmet: Infestation [bug] / Body Slam [nrm]; Turns: 8.75; Damage: 551
Toxel: Acid [poi] / Power-Up Punch [fig]; Turns: 8.75; Damage: 503

TURNS: 8.89

Landorus (Therian): Mud Shot [grd] / Superpower [fig]; Turns: 8.89; Damage: 2847
Xurkitree: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 2823 (both electric)
Blaziken: Ember [fir] / Aura Sphere [fig]; Turns: 8.89; Damage: 2749
Zapdos: *Thunder Shock [elc] / Drill Peck [fly]; Turns: 8.89; Damage: 2605
Flareon: Ember [fir] / *Superpower [fig]; Turns: 8.89; Damage: 2556
Garchomp: Mud Shot [grd] / Twister [drg]; Turns: 8.89; Damage: 2546
Excadrill: Mud Shot [grd] / Drill Run [grd]; Turns: 8.89; Damage: 2487 (both ground)
Hatterene: Psycho Cut [psy] / Psyshock [psy]; Turns: 8.89; Damage: 2440 (both psychic)
Thundurus (Incarnate): Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 2430 (both electric)
Armarouge: Ember [fir] / Psyshock [psy]; Turns: 8.89; Damage: 2409
Raikou: Thunder Shock [elc] / Aura Sphere [fig]; Turns: 8.89; Damage: 2388
Decidueye (Hisuian): Psycho Cut [psy] / Aura Sphere [fig]; Turns: 8.89; Damage: 2363
Regieleki*: Thunder Shock [elc] / *Thunder Cage [elc]; Turns: 8.89; Damage: 2283 (both electric)
Magmortar: Karate Chop [fig] / Fire Punch [fir]; Turns: 8.89; Damage: 2278
Electivire: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 2274 (both electric)
Swampert*: Mud Shot [grd] / *Hydro Cannon [wtr]; Turns: 8.89; Damage: 2270
Melmetal*: Thunder Shock [elc] / Superpower [fig]; Turns: 8.89; Damage: 2267
Blaziken: Ember [fir] / Blaze Kick [fir]; Turns: 8.89; Damage: 2192 (both fire)
Typhlosion (Hisuian): Ember [fir] / Fire Punch [fir]; Turns: 8.89; Damage: 2174 (both fire)
Alakazam: Psycho Cut [psy] / Fire Punch [fir]; Turns: 8.89; Damage: 2161
Pawmot: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 2119 (both electric)
Kabutops: Mud Shot [grd] / Aqua Jet [wtr]; Turns: 8.89; Damage: 2086
Raichu (Alolan): Thunder Shock [elc] / Psyshock [psy]; Turns: 8.89; Damage: 2069
Groudon: Mud Shot [grd] / *Fire Punch [fir]; Turns: 8.89; Damage: 2006
Flygon: Mud Shot [grd] / Twister [drg]; Turns: 8.89; Damage: 1999
Electivire: Thunder Shock [elc] / Ice Punch [ice]; Turns: 8.89; Damage: 1985
Jolteon: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1984 (both electric)
Pawmot: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1984 (both electric)
Scolipede*: Poison Sting [poi] / X-Scissor [bug]; Turns: 8.89; Damage: 1972
Kingler*: *Mud Shot [grd] / Vise Grip [nrm]; Turns: 8.89; Damage: 1950
Magneton: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1907 (both electric)
Magmar: Karate Chop [fig] / Fire Punch [fir]; Turns: 8.89; Damage: 1900
Magmar: Ember [fir] / Fire Punch [fir]; Turns: 8.89; Damage: 1881 (both fire)
Thundurus (Incarnate): Thunder Shock [elc] / Brick Break [fig]; Turns: 8.89; Damage: 1863
Rapidash: *Ember [fir] / Drill Run [grd]; Turns: 8.89; Damage: 1850
Pawmot: Thunder Shock [elc] / *Brick Break [fig]; Turns: 8.89; Damage: 1850
Malamar: Psycho Cut [psy] / Superpower [fig]; Turns: 8.89; Damage: 1839
Raichu (Alolan): Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1836 (both electric)
Kingler*: *Mud Shot [grd] / X-Scissor [bug]; Turns: 8.89; Damage: 1834
Sylveon: Fairy Wind [fai] / *Psyshock [psy]; Turns: 8.89; Damage: 1815
Electabuzz: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1808 (both electric)
Weezing (Galarian)*: Fairy Wind [fai] / Sludge [poi]; Turns: 8.89; Damage: 1791
Typhlosion: Ember [fir] / Thunder Punch [elc]; Turns: 8.89; Damage: 1778
Raichu: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1763 (both electric)
Primeape*: *Karate Chop [fig] / Ice Punch [ice]; Turns: 8.89; Damage: 1762
Magmortar: Karate Chop [fig] / Brick Break [fig]; Turns: 8.89; Damage: 1752 (both fighting)
Swampert*: Mud Shot [grd] / Sludge [poi]; Turns: 8.89; Damage: 1747
Malamar: Psycho Cut [psy] / Foul Play [drk]; Turns: 8.89; Damage: 1719
Shelgon: Ember [fir] / Twister [drg]; Turns: 8.89; Damage: 1708
Gabite: Mud Shot [grd] / Twister [drg]; Turns: 8.89; Damage: 1677
Beedrill*: Poison Sting [poi] / X-Scissor [bug]; Turns: 8.89; Damage: 1642
Garchomp: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 1636 (both ground)
Orbeetle: Psycho Cut [psy] / Psyshock [psy]; Turns: 8.89; Damage: 1606 (both psychic)
Bellibolt: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1574 (both electric)
Golem: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 1568
Aromatisse: Fairy Wind [fai] / Psyshock [psy]; Turns: 8.89; Damage: 1546
Braixen: Ember [fir] / Psyshock [psy]; Turns: 8.89; Damage: 1529
Primeape*: *Karate Chop [fig] / Low Sweep [fig]; Turns: 8.89; Damage: 1522 (both fighting)
Beedrill*: Poison Sting [poi] / *Drill Run [grd]; Turns: 8.89; Damage: 1511
Ninetales*: *Ember [fir] / Psyshock [psy]; Turns: 8.89; Damage: 1511
Bouffalant: Mud Shot [grd] / Stomp [nrm]; Turns: 8.89; Damage: 1509
Machoke*: Karate Chop [fig] / Brick Break [fig]; Turns: 8.89; Damage: 1507 (both fighting)
Omastar: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 1482
Krabby*: Mud Shot [grd] / Vise Grip [nrm]; Turns: 8.89; Damage: 1471
Charmeleon: Ember [fir] / Fire Punch [fir]; Turns: 8.89; Damage: 1443 (both fire)
Morpeko (Full Belly)*: Thunder Shock [elc] / Seed Bomb [grs]; Turns: 8.89; Damage: 1438
Toxicroak: Poison Sting [poi] / Drain Punch [fig]; Turns: 8.89; Damage: 1437
Pikachu (Horizons): Thunder Shock [elc] / *Volt Tackle [elc]; Turns: 8.89; Damage: 1413 (both electric)
Magnemite: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1411 (both electric)
Kabuto: Mud Shot [grd] / Aqua Jet [wtr]; Turns: 8.89; Damage: 1403
Dedenne: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1402 (both electric)
Whimsicott: Fairy Wind [fai] / Seed Bomb [grs]; Turns: 8.89; Damage: 1402
Vespiquen*: Poison Sting [poi] / X-Scissor [bug]; Turns: 8.89; Damage: 1393
Magby: Karate Chop [fig] / Fire Punch [fir]; Turns: 8.89; Damage: 1393
Nidoking: Poison Sting [poi] / Sand Tomb [grd]; Turns: 8.89; Damage: 1389
Mawile*: Fairy Wind [fai] / Vise Grip [nrm]; Turns: 8.89; Damage: 1386
Magby: Ember [fir] / Fire Punch [fir]; Turns: 8.89; Damage: 1379 (both fire)
Raichu: Thunder Shock [elc] / Brick Break [fig]; Turns: 8.89; Damage: 1352
Emolga: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1351 (both electric)
Pawmo: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1342 (both electric)
Bagon: Ember [fir] / Twister [drg]; Turns: 8.89; Damage: 1331
Nidoqueen: Poison Sting [poi] / Poison Fang [poi]; Turns: 8.89; Damage: 1330 (both poison)
Toedscruel: Mud Shot [grd] / Seed Bomb [grs]; Turns: 8.89; Damage: 1330
Swalot: Mud Shot [grd] / Sludge [poi]; Turns: 8.89; Damage: 1327
Marshtomp: Mud Shot [grd] / Sludge [poi]; Turns: 8.89; Damage: 1310
Poliwrath*: Mud Shot [grd] / Ice Punch [ice]; Turns: 8.89; Damage: 1303
Klang: Thunder Shock [elc] / Vise Grip [nrm]; Turns: 8.89; Damage: 1287
Flygon: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 1285 (both ground)
Cacnea: Poison Sting [poi] / Seed Bomb [grs]; Turns: 8.89; Damage: 1278
Ponyta: Ember [fir] / Stomp [nrm]; Turns: 8.89; Damage: 1273
Toxicroak: Mud Shot [grd] / Drain Punch [fig]; Turns: 8.89; Damage: 1266
Mankey*: Karate Chop [fig] / Brick Break [fig]; Turns: 8.89; Damage: 1260 (both fighting)
Pawmo: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1257 (both electric)
Togetic: Fairy Wind [fai] / Psyshock [psy]; Turns: 8.89; Damage: 1242
Elekid: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1233 (both electric)
Stunfisk*: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1231 (both electric)
Garganacl: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 1224
Graveler: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 1218
Pikachu (Libre): Thunder Shock [elc] / Flying Press [fig]; Turns: 8.89; Damage: 1218
Gible*: Mud Shot [grd] / Twister [drg]; Turns: 8.89; Damage: 1209
Machop*: Karate Chop [fig] / Brick Break [fig]; Turns: 8.89; Damage: 1166 (both fighting)
Elekid: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 1154 (both electric)
Stunfisk*: Mud Shot [grd] / Discharge [elc]; Turns: 8.89; Damage: 1153
Palossand: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 1116 (both ground)
Omanyte: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 1110
Mankey*: Karate Chop [fig] / Low Sweep [fig]; Turns: 8.89; Damage: 1088 (both fighting)
Monferno: Ember [fir] / Low Sweep [fig]; Turns: 8.89; Damage: 1076
Magby: Karate Chop [fig] / Brick Break [fig]; Turns: 8.89; Damage: 1071 (both fighting)
Magby: Ember [fir] / Brick Break [fig]; Turns: 8.89; Damage: 1057
Fennekin: Ember [fir] / Psyshock [psy]; Turns: 8.89; Damage: 1037
Cacnea: Poison Sting [poi] / Brick Break [fig]; Turns: 8.89; Damage: 1036
Pikachu (Libre): Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1023 (both electric)
Pikachu (Pop Star): Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1023 (both electric)
Pikachu (Rock Star): Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 1023 (both electric)
Trapinch: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 1015 (both ground)
Machop*: Karate Chop [fig] / Low Sweep [fig]; Turns: 8.89; Damage: 1007 (both fighting)
Salandit: Ember [fir] / Poison Fang [poi]; Turns: 8.89; Damage: 1005
Mareep*: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 975 (both electric)
Medicham*: Psycho Cut [psy] / Ice Punch [ice]; Turns: 8.89; Damage: 964
Pikachu: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Pikachu (5th Anniversary): Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Pikachu (Flying): Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Pikachu (Horizons): Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Pikachu (Kariyushi): Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Pikachu (Shaymin Scarf): Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 958 (both electric)
Elekid: Thunder Shock [elc] / Brick Break [fig]; Turns: 8.89; Damage: 945
Croagunk: Poison Sting [poi] / Brick Break [fig]; Turns: 8.89; Damage: 925
Numel: Ember [fir] / Stomp [nrm]; Turns: 8.89; Damage: 891
Tadbulb: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 889 (both electric)
Nidorina: Poison Sting [poi] / Poison Fang [poi]; Turns: 8.89; Damage: 865 (both poison)
Vibrava: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 840 (both ground)
Quagsire*: Mud Shot [grd] / Drain Punch [fig]; Turns: 8.89; Damage: 835
Diggersby: Mud Shot [grd] / Fire Punch [fir]; Turns: 8.89; Damage: 832
Croagunk: Mud Shot [grd] / Brick Break [fig]; Turns: 8.89; Damage: 830
Ekans: Poison Sting [poi] / Poison Fang [poi]; Turns: 8.89; Damage: 813 (both poison)
Pawmi: Thunder Shock [elc] / Discharge [elc]; Turns: 8.89; Damage: 812 (both electric)
Croagunk: Poison Sting [poi] / Low Sweep [fig]; Turns: 8.89; Damage: 790
Sandshrew: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 790 (both ground)
Remoraid: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 786
Toedscool: Mud Shot [grd] / Seed Bomb [grs]; Turns: 8.89; Damage: 777
Krabby*: Mud Shot [grd] / Bubble Beam [wtr]; Turns: 8.89; Damage: 770
Sandygast: Mud Shot [grd] / Sand Tomb [grd]; Turns: 8.89; Damage: 752 (both ground)
Naclstack: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 751
Pichu: Thunder Shock [elc] / Thunder Punch [elc]; Turns: 8.89; Damage: 703 (both electric)
Croagunk: Mud Shot [grd] / Low Sweep [fig]; Turns: 8.89; Damage: 696
Nacli: Mud Shot [grd] / Rock Blast [rck]; Turns: 8.89; Damage: 680
Omanyte: Mud Shot [grd] / Bubble Beam [wtr]; Turns: 8.89; Damage: 660
Nidoran Female*: Poison Sting [poi] / Poison Fang [poi]; Turns: 8.89; Damage: 635 (both poison)
Poliwhirl: Mud Shot [grd] / Bubble Beam [wtr]; Turns: 8.89; Damage: 553
Tentacool: Poison Sting [poi] / Bubble Beam [wtr]; Turns: 8.89; Damage: 491
Poliwag*: Mud Shot [grd] / Bubble Beam [wtr]; Turns: 8.89; Damage: 430

TURNS: 9.0

Gigalith*: Lock On [nrm] / Rock Slide [rck]; Turns: 9.0; Damage: 2237
Octillery: Lock On [nrm] / Acid Spray [poi]; Turns: 9.0; Damage: 571

TURNS: 9.23

Zoroark: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 2227 (both dark)
Weavile: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 2164 (both dark)
Typhlosion (Hisuian)*: Hex [gho] / Fire Punch [fir]; Turns: 9.23; Damage: 2163
Kingambit: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 2120 (both dark)
Toucannon: Bullet Seed [grs] / Drill Peck [fly]; Turns: 9.23; Damage: 2031
Houndoom: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1995 (both dark)
Lilligant (Hisuian): Bullet Seed [grs] / Upper Hand [fig]; Turns: 9.23; Damage: 1966
Zoroark (Hisuian): Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1937 (both dark)
Mew: Snarl [drk] / Psyshock [psy]; Turns: 9.23; Damage: 1921
Breloom: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1884 (both grass)
Blastoise: Rollout [rck] / *Hydro Cannon [wtr]; Turns: 9.23; Damage: 1855
Slowking (Galarian): Hex [gho] / Psyshock [psy]; Turns: 9.23; Damage: 1853
Kingambit: Snarl [drk] / X-Scissor [bug]; Turns: 9.23; Damage: 1839
Crawdaunt*: Snarl [drk] / Vise Grip [nrm]; Turns: 9.23; Damage: 1832
Exeggutor: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1821 (both grass)
Exeggutor (Alolan): Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1798 (both grass)
Bisharp: Snarl [drk] / X-Scissor [bug]; Turns: 9.23; Damage: 1792
Incineroar*: Snarl [drk] / Blaze Kick [fir]; Turns: 9.23; Damage: 1789
Shiftry*: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1781 (both dark)
Shiftry*: *Bullet Seed [grs] / Foul Play [drk]; Turns: 9.23; Damage: 1781
Hydrapple: Rollout [rck] / Seed Bomb [grs]; Turns: 9.23; Damage: 1754
Hydrapple: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1688 (both grass)
Golem (Alolan): *Rollout [rck] / Rock Blast [rck]; Turns: 9.23; Damage: 1688 (both rock)
Samurott (Hisuian)*: Snarl [drk] / X-Scissor [bug]; Turns: 9.23; Damage: 1684
Flapple: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1673 (both grass)
Carvanha: Snarl [drk] / Aqua Jet [wtr]; Turns: 9.23; Damage: 1616
Gengar*: Hex [gho] / Drain Punch [fig]; Turns: 9.23; Damage: 1613
Dudunsparce*: Rollout [rck] / Drill Run [grd]; Turns: 9.23; Damage: 1595
Gourgeist (Super): Hex [gho] / Seed Bomb [grs]; Turns: 9.23; Damage: 1555
Scrafty*: Snarl [drk] / Upper Hand [fig]; Turns: 9.23; Damage: 1541
Gourgeist (Super): Hex [gho] / Foul Play [drk]; Turns: 9.23; Damage: 1538
Gourgeist (Large): Hex [gho] / Seed Bomb [grs]; Turns: 9.23; Damage: 1529
Gourgeist (Large): Hex [gho] / Foul Play [drk]; Turns: 9.23; Damage: 1513
Gourgeist (Average): Hex [gho] / Seed Bomb [grs]; Turns: 9.23; Damage: 1495
Gourgeist (Average): Hex [gho] / Foul Play [drk]; Turns: 9.23; Damage: 1479
Gourgeist (Small): Hex [gho] / Seed Bomb [grs]; Turns: 9.23; Damage: 1461
Krookodile: Snarl [drk] / Brick Break [fig]; Turns: 9.23; Damage: 1457
Scrafty*: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1452 (both dark)
Gourgeist (Small): Hex [gho] / Foul Play [drk]; Turns: 9.23; Damage: 1445
Krookodile: Snarl [drk] / Sand Tomb [grd]; Turns: 9.23; Damage: 1415
Dipplin: Rollout [rck] / Seed Bomb [grs]; Turns: 9.23; Damage: 1404
Appletun: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1391 (both grass)
Dipplin: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1352 (both grass)
Shiftry*: Snarl [drk] / Leaf Tornado [grs]; Turns: 9.23; Damage: 1345
Shiftry*: *Bullet Seed [grs] / Leaf Tornado [grs]; Turns: 9.23; Damage: 1345 (both grass)
Toucannon: Bullet Seed [grs] / Rock Blast [rck]; Turns: 9.23; Damage: 1345
Weepinbell: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 1344 (both grass)
Miltank*: Rollout [rck] / Stomp [nrm]; Turns: 9.23; Damage: 1275
Zorua (Hisuian): Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1202 (both dark)
Scrafty*: Snarl [drk] / Thunder Punch [elc]; Turns: 9.23; Damage: 1185
Incineroar*: Snarl [drk] / Drain Punch [fig]; Turns: 9.23; Damage: 1167
Mantine: Bullet Seed [grs] / Twister [drg]; Turns: 9.23; Damage: 1166
Mandibuzz: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1149 (both dark)
Umbreon: Snarl [drk] / Foul Play [drk]; Turns: 9.23; Damage: 1122 (both dark)
Dunsparce: Rollout [rck] / Drill Run [grd]; Turns: 9.23; Damage: 1111
Mew: Snarl [drk] / Low Sweep [fig]; Turns: 9.23; Damage: 1081
Crawdaunt*: Snarl [drk] / Bubble Beam [wtr]; Turns: 9.23; Damage: 1018
Carvanha: Snarl [drk] / Poison Fang [poi]; Turns: 9.23; Damage: 1010
Dusclops*: Hex [gho] / Fire Punch [fir]; Turns: 9.23; Damage: 992
Dusclops*: Hex [gho] / Ice Punch [ice]; Turns: 9.23; Damage: 992
Cherubi: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 844 (both grass)
Jellicent: Hex [gho] / Bubble Beam [wtr]; Turns: 9.23; Damage: 838
Exeggcute: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 836 (both grass)
Suicune: Snarl [drk] / Bubble Beam [wtr]; Turns: 9.23; Damage: 763
Mantine: Bullet Seed [grs] / Bubble Beam [wtr]; Turns: 9.23; Damage: 627
Shroomish: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 578 (both grass)
Poochyena: Snarl [drk] / Poison Fang [poi]; Turns: 9.23; Damage: 567
Seedot: Bullet Seed [grs] / Foul Play [drk]; Turns: 9.23; Damage: 548
Hoppip: Bullet Seed [grs] / Seed Bomb [grs]; Turns: 9.23; Damage: 523 (both grass)

TURNS: 9.55

Deoxys: Charge Beam [elc] / Psycho Boost [psy]; Turns: 9.55; Damage: 3157
Deoxys (Speed): Charge Beam [elc] / Psycho Boost [psy]; Turns: 9.55; Damage: 2104
Greninja*: Bubble [wtr] / Night Slash [drk]; Turns: 9.55; Damage: 1865
Politoed*: Bubble [wtr] / Weather Ball (Water) [wtr]; Turns: 9.55; Damage: 1645 (both water)
Ludicolo: Bubble [wtr] / Weather Ball (Water) [wtr]; Turns: 9.55; Damage: 1635 (both water)
Kingler*: Bubble [wtr] / Razor Shell [wtr]; Turns: 9.55; Damage: 1614 (both water)
Deoxys (Speed): Charge Beam [elc] / Swift [nrm]; Turns: 9.55; Damage: 1498
Ampharos*: Charge Beam [elc] / Brutal Swing [drk]; Turns: 9.55; Damage: 1438
Magnezone*: Charge Beam [elc] / Mirror Shot [stl]; Turns: 9.55; Damage: 1341
Seismitoad*: Bubble [wtr] / Muddy Water [wtr]; Turns: 9.55; Damage: 1264 (both water)
Krabby*: Bubble [wtr] / Razor Shell [wtr]; Turns: 9.55; Damage: 1217 (both water)
Manectric*: Charge Beam [elc] / Psychic Fangs [psy]; Turns: 9.55; Damage: 1172
Clefable*: Charge Beam [elc] / Swift [nrm]; Turns: 9.55; Damage: 1159
Crabominable: Bubble [wtr] / Power-Up Punch [fig]; Turns: 9.55; Damage: 1064
Klinklang*: Charge Beam [elc] / Mirror Shot [stl]; Turns: 9.55; Damage: 1061
Morpeko (Full Belly)*: Charge Beam [elc] / Psychic Fangs [psy]; Turns: 9.55; Damage: 1047
Corphish: Bubble [wtr] / Razor Shell [wtr]; Turns: 9.55; Damage: 948 (both water)
Poliwrath*: Bubble [wtr] / Power-Up Punch [fig]; Turns: 9.55; Damage: 926
Squirtle: Bubble [wtr] / Aqua Tail [wtr]; Turns: 9.55; Damage: 837 (both water)
Poliwag*: Bubble [wtr] / Body Slam [nrm]; Turns: 9.55; Damage: 798
Voltorb (Hisuian): Charge Beam [elc] / Swift [nrm]; Turns: 9.55; Damage: 743
Joltik: Charge Beam [elc] / Cross Poison [poi]; Turns: 9.55; Damage: 700
Crabrawler: Bubble [wtr] / Power-Up Punch [fig]; Turns: 9.55; Damage: 690
Marill: Bubble [wtr] / Aqua Tail [wtr]; Turns: 9.55; Damage: 329 (both water)
Azurill: Bubble [wtr] / Body Slam [nrm]; Turns: 9.55; Damage: 303
Marill: Bubble [wtr] / Body Slam [nrm]; Turns: 9.55; Damage: 292

TURNS: 9.64

Greninja*: Water Shuriken [wtr] / Surf [wtr]; Turns: 9.64; Damage: 2311 (both water)
Accelgor: Water Shuriken [wtr] / *Energy Ball [grs]; Turns: 9.64; Damage: 2000
Greninja*: Water Shuriken [wtr] / Aerial Ace [fly]; Turns: 9.64; Damage: 1702
Accelgor: Water Shuriken [wtr] / Acid Spray [poi]; Turns: 9.64; Damage: 800

TURNS: 10.0

Deoxys (Attack): Poison Jab [poi] / Psycho Boost [psy]; Turns: 10.0; Damage: 4478
Mewtwo: Psycho Cut [psy] / *Psystrike [psy]; Turns: 10.0; Damage: 3600 (both psychic)
Baxcalibur: Dragon Breath [drg] / *Glaive Rush [drg]; Turns: 10.0; Damage: 3325 (both dragon)
Electivire*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 3259 (both electric)
Machamp*: *Karate Chop [fig] / Close Combat [fig]; Turns: 10.0; Damage: 3190 (both fighting)
Raikou*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 3154 (both electric)
Gallade*: Psycho Cut [psy] / Close Combat [fig]; Turns: 10.0; Damage: 3102
Pangoro*: Karate Chop [fig] / Close Combat [fig]; Turns: 10.0; Damage: 3081 (both fighting)
Enamorus (Incarnate): Fairy Wind [fai] / Fly [fly]; Turns: 10.0; Damage: 3065
Pawmot*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 3037 (both electric)
Pawmot*: Thunder Shock [elc] / Close Combat [fig]; Turns: 10.0; Damage: 3037
Machamp*: *Karate Chop [fig] / Dynamic Punch [fig]; Turns: 10.0; Damage: 2935 (both fighting)
Dragonite: Dragon Breath [drg] / Superpower [fig]; Turns: 10.0; Damage: 2893
Dragonite: Dragon Tail [drg] / Superpower [fig]; Turns: 10.0; Damage: 2893
Garchomp*: Dragon Tail [drg] / Twister [drg]; Turns: 10.0; Damage: 2847 (both dragon)
